com_intellij_FileSetTestCase$ActualTest.java/[CN]/	com_intellij_testFramework_LightPlatformTestCase.java/[CN]/
com_siyeh_ig_junit_MisorderedAssertEqualsArgumentsInspectionBase$FlipArgumentsFix.java/[CN]/	com_siyeh_ig_InspectionGadgetsFix.java/[CN]/
com_siyeh_ig_junit_MisorderedAssertEqualsArgumentsInspectionBase$MisorderedAssertEqualsParametersVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_junit_MisorderedAssertEqualsParametersInspection.java/[CN]/	com_siyeh_ig_junit_MisorderedAssertEqualsArgumentsInspectionBase.java/[CN]/
com_siyeh_ig_junit_MisspelledSetUpInspection.java/[CN]/	com_siyeh_ig_junit_MisspelledSetUpInspectionBase.java/[CN]/
com_siyeh_ig_junit_MisspelledSetUpInspectionBase.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_junit_MisspelledSetUpInspectionBase$MisspelledSetUpVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_junit_MisspelledTearDownInspection.java/[CN]/	com_siyeh_ig_junit_MisspelledTearDownInspectionBase.java/[CN]/
com_siyeh_ig_junit_MisspelledTearDownInspectionBase.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_junit_MisspelledTearDownInspectionBase$MisspelledSetUpVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_junit_MultipleExceptionsDeclaredOnTestMethodInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_junit_MultipleExceptionsDeclaredOnTestMethodInspection$MultipleExceptionsDeclaredOnTestMethodFix.java/[CN]/	com_siyeh_ig_InspectionGadgetsFix.java/[CN]/
com_siyeh_ig_junit_MultipleExceptionsDeclaredOnTestMethodInspection$RedundantExceptionDeclarationVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_junit_ParameterizedParametersStaticCollectionInspection.java/[CN]/	com_siyeh_ig_junit_ParameterizedParametersStaticCollectionInspectionBase.java/[CN]/
com_siyeh_ig_junit_ParameterizedParametersStaticCollectionInspection$1.java/[CN]/	com_siyeh_ig_InspectionGadgetsFix.java/[CN]/
com_siyeh_ig_junit_ParameterizedParametersStaticCollectionInspectionBase.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_junit_ParameterizedParametersStaticCollectionInspectionBase$1.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_junit_SetupCallsSuperSetupInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_junit_SetupCallsSuperSetupInspection$AddSuperSetUpCall.java/[CN]/	com_siyeh_ig_InspectionGadgetsFix.java/[CN]/
com_siyeh_ig_junit_SetupIsPublicVoidNoArgInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_junit_SetupIsPublicVoidNoArgInspection$SetupIsPublicVoidNoArgVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_junit_SimplifiableJUnitAssertionInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_junit_SimplifiableJUnitAssertionInspection$SimplifiableJUnitAssertionVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_junit_SimplifiableJUnitAssertionInspection$SimplifyJUnitAssertFix.java/[CN]/	com_siyeh_ig_InspectionGadgetsFix.java/[CN]/
com_siyeh_ig_junit_StaticSuiteInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_junit_StaticSuiteInspection$StaticSuiteVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_junit_SuperTearDownInFinallyInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_junit_SuperTearDownInFinallyInspection$SuperTearDownInFinallyVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_junit_TeardownCallsSuperTeardownInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_junit_TeardownCallsSuperTeardownInspection$AddSuperTearDownCall.java/[CN]/	com_siyeh_ig_InspectionGadgetsFix.java/[CN]/
com_siyeh_ig_junit_TeardownCallsSuperTeardownInspection$TeardownCallsSuperTeardownVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_junit_TeardownIsPublicVoidNoArgInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_junit_TeardownIsPublicVoidNoArgInspection$TeardownIsPublicVoidNoArgVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_junit_TestCaseInProductCodeInspection.java/[CN]/	com_siyeh_ig_junit_TestCaseInProductCodeInspectionBase.java/[CN]/
com_siyeh_ig_junit_TestCaseInProductCodeInspectionBase.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_junit_TestCaseInProductCodeInspectionBase$TestCaseInProductCodeVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_junit_TestCaseWithConstructorInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_junit_TestCaseWithConstructorInspection$TestCaseWithConstructorVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_junit_TestCaseWithNoTestMethodsInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_junit_TestCaseWithNoTestMethodsInspection$TestCaseWithNoTestMethodsVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_junit_TestMethodInProductCodeInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_junit_TestMethodInProductCodeInspection$TestCaseInProductCodeVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_junit_TestMethodIsPublicVoidNoArgInspection.java/[CN]/	com_siyeh_ig_junit_TestMethodIsPublicVoidNoArgInspectionBase.java/[CN]/
com_siyeh_ig_junit_TestMethodIsPublicVoidNoArgInspectionBase.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_junit_TestMethodIsPublicVoidNoArgInspectionBase$TestMethodIsPublicVoidNoArgVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_junit_TestMethodWithoutAssertionInspection.java/[CN]/	com_siyeh_ig_junit_TestMethodWithoutAssertionInspectionBase.java/[CN]/
com_siyeh_ig_junit_TestMethodWithoutAssertionInspectionBase.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_junit_TestMethodWithoutAssertionInspectionBase$TestMethodWithoutAssertionVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_junit_UnconstructableTestCaseInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_junit_UnconstructableTestCaseInspection$UnconstructableTestCaseVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_junit_UseOfObsoleteAssertInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_junit_UseOfObsoleteAssertInspection$ReplaceObsoleteAssertsFix.java/[CN]/	com_siyeh_ig_InspectionGadgetsFix.java/[CN]/
com_siyeh_ig_junit_UseOfObsoleteAssertInspection$UseOfObsoleteAssertVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_logging_ClassWithMultipleLoggersInspection.java/[CN]/	com_siyeh_ig_logging_ClassWithMultipleLoggersInspectionBase.java/[CN]/
com_siyeh_ig_logging_ClassWithMultipleLoggersInspectionBase.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_logging_ClassWithMultipleLoggersInspectionBase$ClassWithMultipleLoggersVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_logging_ClassWithoutLoggerInspection.java/[CN]/	com_siyeh_ig_logging_ClassWithoutLoggerInspectionBase.java/[CN]/
com_siyeh_ig_logging_ClassWithoutLoggerInspectionBase.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_logging_ClassWithoutLoggerInspectionBase$ClassWithoutLoggerVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_logging_LogStatementGuardedByLogConditionInspection.java/[CN]/	com_siyeh_ig_logging_LogStatementGuardedByLogConditionInspectionBase.java/[CN]/
com_siyeh_ig_logging_LogStatementGuardedByLogConditionInspectionBase.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_logging_LogStatementGuardedByLogConditionInspectionBase$LogStatementGuardedByLogConditionFix.java/[CN]/	com_siyeh_ig_InspectionGadgetsFix.java/[CN]/
com_siyeh_ig_logging_LogStatementGuardedByLogConditionInspectionBase$LogStatementGuardedByLogConditionVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_logging_LoggerInitializedWithForeignClassInspection.java/[CN]/	com_siyeh_ig_logging_LoggerInitializedWithForeignClassInspectionBase.java/[CN]/
com_siyeh_ig_logging_LoggerInitializedWithForeignClassInspectionBase.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_logging_LoggerInitializedWithForeignClassInspectionBase$LoggerInitializedWithForeignClassFix.java/[CN]/	com_siyeh_ig_InspectionGadgetsFix.java/[CN]/
com_siyeh_ig_logging_LoggerInitializedWithForeignClassInspectionBase$LoggerInitializedWithForeignClassVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_logging_LoggingConditionDisagreesWithLogStatementInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_logging_LoggingConditionDisagreesWithLogStatementInspection$JavaUtilLoggingProblemChecker.java/[CN]/	com_siyeh_ig_logging_LoggingConditionDisagreesWithLogStatementInspection$LoggingProblemChecker.java/[CN]/
com_siyeh_ig_logging_LoggingConditionDisagreesWithLogStatementInspection$Log4jLikeProblemChecker.java/[CN]/	com_siyeh_ig_logging_LoggingConditionDisagreesWithLogStatementInspection$LoggingProblemChecker.java/[CN]/
com_siyeh_ig_logging_LoggingConditionDisagreesWithLogStatementInspection$LoggingConditionDisagreesWithLogStatementVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_logging_NonStaticFinalLoggerInspection.java/[CN]/	com_siyeh_ig_logging_NonStaticFinalLoggerInspectionBase.java/[CN]/
com_siyeh_ig_logging_NonStaticFinalLoggerInspectionBase.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_logging_NonStaticFinalLoggerInspectionBase$NonStaticFinalLoggerVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_logging_PlaceholderCountMatchesArgumentCountInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_logging_PlaceholderCountMatchesArgumentCountInspection$PlaceholderCountMatchesArgumentCountVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_logging_PublicMethodWithoutLoggingInspection.java/[CN]/	com_siyeh_ig_logging_PublicMethodWithoutLoggingInspectionBase.java/[CN]/
com_siyeh_ig_logging_PublicMethodWithoutLoggingInspectionBase.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_logging_PublicMethodWithoutLoggingInspectionBase$PublicMethodWithoutLoggingVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_logging_StringConcatenationArgumentToLogCallInspection.java/[CN]/	com_siyeh_ig_logging_StringConcatenationArgumentToLogCallInspectionBase.java/[CN]/
com_siyeh_ig_logging_StringConcatenationArgumentToLogCallInspectionBase.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_logging_StringConcatenationArgumentToLogCallInspectionBase$StringConcatenationArgumentToLogCallFix.java/[CN]/	com_siyeh_ig_InspectionGadgetsFix.java/[CN]/
com_siyeh_ig_logging_StringConcatenationArgumentToLogCallInspectionBase$StringConcatenationArgumentToLogCallVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_maturity_ObsoleteCollectionInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_maturity_ObsoleteCollectionInspection$ObsoleteCollectionVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_maturity_SuppressionAnnotationInspection.java/[CN]/	com_siyeh_ig_maturity_SuppressionAnnotationInspectionBase.java/[CN]/
com_siyeh_ig_maturity_SuppressionAnnotationInspection$AllowSuppressionsFix.java/[CN]/	com_siyeh_ig_InspectionGadgetsFix.java/[CN]/
com_siyeh_ig_maturity_SuppressionAnnotationInspection$RemoveSuppressCommentFix.java/[CN]/	com_siyeh_ig_InspectionGadgetsFix.java/[CN]/
com_siyeh_ig_maturity_SuppressionAnnotationInspectionBase.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_maturity_SuppressionAnnotationInspectionBase$SuppressionAnnotationVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_maturity_SystemOutErrInspection.java/[CN]/	com_siyeh_ig_maturity_SystemOutErrInspectionBase.java/[CN]/
com_siyeh_ig_maturity_SystemOutErrInspectionBase.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_maturity_SystemOutErrInspectionBase$SystemOutErrVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_maturity_ThreadDumpStackInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_maturity_ThreadDumpStackInspection$ThreadDumpStackVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_maturity_ThrowablePrintStackTraceInspection.java/[CN]/	com_siyeh_ig_maturity_ThrowablePrintStackTraceInspectionBase.java/[CN]/
com_siyeh_ig_maturity_ThrowablePrintStackTraceInspectionBase.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_maturity_ThrowablePrintStackTraceInspectionBase$ThrowablePrintStackTraceVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_maturity_ThrowablePrintedToSystemOutInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_maturity_ThrowablePrintedToSystemOutInspection$ThrowablePrintedToSystemOutVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_maturity_UseOfObsoleteDateTimeApiInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_maturity_UseOfObsoleteDateTimeApiInspection$ObsoleteDateTimeApiVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_memory_AnonymousInnerClassMayBeStaticInspection.java/[CN]/	com_siyeh_ig_memory_AnonymousInnerClassMayBeStaticInspectionBase.java/[CN]/
com_siyeh_ig_memory_AnonymousInnerClassMayBeStaticInspectionBase.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_memory_AnonymousInnerClassMayBeStaticInspectionBase$AnonymousInnerClassMayBeStaticVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_memory_InnerClassMayBeStaticInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_memory_InnerClassMayBeStaticInspection$InnerClassMayBeStaticFix.java/[CN]/	com_siyeh_ig_InspectionGadgetsFix.java/[CN]/
com_siyeh_ig_memory_InnerClassMayBeStaticInspection$InnerClassMayBeStaticVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_memory_ReturnOfInnerClassInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_memory_ReturnOfInnerClassInspection$ReturnOfInnerClassVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_memory_StaticCollectionInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_memory_StaticCollectionInspection$StaticCollectionVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_memory_StringBufferFieldInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_memory_StringBufferFieldInspection$StringBufferFieldVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_memory_SystemGCInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_memory_SystemGCInspection$SystemGCVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_memory_ZeroLengthArrayInitializationInspection.java/[CN]/	com_siyeh_ig_memory_ZeroLengthArrayInitializationInspectionBase.java/[CN]/
com_siyeh_ig_memory_ZeroLengthArrayInitializationInspectionBase.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_memory_ZeroLengthArrayInitializationInspectionBase$ZeroLengthArrayInitializationVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_methodmetrics_CyclomaticComplexityInspection.java/[CN]/	com_siyeh_ig_methodmetrics_MethodMetricInspection.java/[CN]/
com_siyeh_ig_methodmetrics_CyclomaticComplexityInspection$MethodComplexityVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_methodmetrics_MethodCouplingInspection.java/[CN]/	com_siyeh_ig_methodmetrics_MethodMetricInspection.java/[CN]/
com_siyeh_ig_methodmetrics_MethodCouplingInspection$MethodCouplingVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_methodmetrics_MethodMetricInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_methodmetrics_MethodWithMultipleLoopsInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_methodmetrics_MethodWithMultipleLoopsInspection$MethodWithMultipleLoopsVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_methodmetrics_MultipleReturnPointsPerMethodInspection.java/[CN]/	com_siyeh_ig_methodmetrics_MethodMetricInspection.java/[CN]/
com_siyeh_ig_methodmetrics_MultipleReturnPointsPerMethodInspection$MultipleReturnPointsPerMethodVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_methodmetrics_NestingDepthInspection.java/[CN]/	com_siyeh_ig_methodmetrics_MethodMetricInspection.java/[CN]/
com_siyeh_ig_methodmetrics_NestingDepthInspection$NestingDepthMethodVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_methodmetrics_NonCommentSourceStatementsInspection.java/[CN]/	com_siyeh_ig_methodmetrics_MethodMetricInspection.java/[CN]/
com_siyeh_ig_methodmetrics_NonCommentSourceStatementsInspection$NonCommentSourceStatementsMethodVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_methodmetrics_ParametersPerConstructorInspection.java/[CN]/	com_siyeh_ig_methodmetrics_ParametersPerConstructorInspectionBase.java/[CN]/
com_siyeh_ig_methodmetrics_ParametersPerConstructorInspectionBase.java/[CN]/	com_siyeh_ig_methodmetrics_MethodMetricInspection.java/[CN]/
com_siyeh_ig_methodmetrics_ParametersPerConstructorInspectionBase$ParametersPerConstructorVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_methodmetrics_ParametersPerConstructorInspectionBase$Scope$1.java/[CN]/	com_siyeh_ig_methodmetrics_ParametersPerConstructorInspectionBase$Scope.java/[CN]/
com_siyeh_ig_methodmetrics_ParametersPerConstructorInspectionBase$Scope$2.java/[CN]/	com_siyeh_ig_methodmetrics_ParametersPerConstructorInspectionBase$Scope.java/[CN]/
com_siyeh_ig_methodmetrics_ParametersPerConstructorInspectionBase$Scope$3.java/[CN]/	com_siyeh_ig_methodmetrics_ParametersPerConstructorInspectionBase$Scope.java/[CN]/
com_siyeh_ig_methodmetrics_ParametersPerConstructorInspectionBase$Scope$4.java/[CN]/	com_siyeh_ig_methodmetrics_ParametersPerConstructorInspectionBase$Scope.java/[CN]/
com_siyeh_ig_methodmetrics_ParametersPerMethodInspection.java/[CN]/	com_siyeh_ig_methodmetrics_MethodMetricInspection.java/[CN]/
com_siyeh_ig_methodmetrics_ParametersPerMethodInspection$ParametersPerMethodVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_methodmetrics_ThreeNegationsPerMethodInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_methodmetrics_ThreeNegationsPerMethodInspection$ThreeNegationsPerMethodVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_methodmetrics_ThrownExceptionsPerMethodInspection.java/[CN]/	com_siyeh_ig_methodmetrics_MethodMetricInspection.java/[CN]/
com_siyeh_ig_methodmetrics_ThrownExceptionsPerMethodInspection$ThrownExceptionsPerMethodVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_migration_BigDecimalLegacyMethodInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_migration_BigDecimalLegacyMethodInspection$BigDecimalLegacyMethodFix.java/[CN]/	com_siyeh_ig_InspectionGadgetsFix.java/[CN]/
com_siyeh_ig_migration_BigDecimalLegacyMethodInspection$BigDecimalLegacyMethodVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_migration_CollectionsFieldAccessReplaceableByMethodCallInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_migration_CollectionsFieldAccessReplaceableByMethodCallInspection$CollectionsFieldAccessReplaceableByMethodCallFix.java/[CN]/	com_siyeh_ig_InspectionGadgetsFix.java/[CN]/
com_siyeh_ig_migration_CollectionsFieldAccessReplaceableByMethodCallInspection$CollectionsFieldAccessReplaceableByMethodCallVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_migration_EnumerationCanBeIterationInspection.java/[CN]/	com_siyeh_ig_migration_EnumerationCanBeIterationInspectionBase.java/[CN]/
com_siyeh_ig_migration_EnumerationCanBeIterationInspection$EnumerationCanBeIterationFix.java/[CN]/	com_siyeh_ig_InspectionGadgetsFix.java/[CN]/
com_siyeh_ig_migration_EnumerationCanBeIterationInspectionBase.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_migration_EnumerationCanBeIterationInspectionBase$EnumerationCanBeIterationVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_migration_EqualsReplaceableByObjectsCallInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_migration_EqualsReplaceableByObjectsCallInspection$EqualsReplaceableByObjectsCallFix.java/[CN]/	com_siyeh_ig_InspectionGadgetsFix.java/[CN]/
com_siyeh_ig_migration_EqualsReplaceableByObjectsCallInspection$EqualsReplaceableByObjectsCallVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_migration_ForCanBeForeachInspection.java/[CN]/	com_siyeh_ig_migration_ForCanBeForeachInspectionBase.java/[CN]/
com_siyeh_ig_migration_ForCanBeForeachInspection$ForCanBeForeachFix.java/[CN]/	com_siyeh_ig_InspectionGadgetsFix.java/[CN]/
com_siyeh_ig_migration_ForCanBeForeachInspectionBase.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_migration_ForCanBeForeachInspectionBase$ForCanBeForeachVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_migration_IfCanBeSwitchInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_migration_IfCanBeSwitchInspection$IfCanBeSwitchFix.java/[CN]/	com_siyeh_ig_InspectionGadgetsFix.java/[CN]/
com_siyeh_ig_migration_IfCanBeSwitchInspection$IfCanBeSwitchVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_migration_IndexOfReplaceableByContainsInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_migration_IndexOfReplaceableByContainsInspection$IndexOfReplaceableByContainsFix.java/[CN]/	com_siyeh_ig_InspectionGadgetsFix.java/[CN]/
com_siyeh_ig_migration_IndexOfReplaceableByContainsInspection$IndexOfReplaceableByContainsVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_migration_MethodCanBeVariableArityMethodInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_migration_MethodCanBeVariableArityMethodInspection$MethodCanBeVariableArityMethodVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_migration_RawUseOfParameterizedTypeInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_migration_RawUseOfParameterizedTypeInspection$RawUseOfParameterizedTypeVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_migration_StringBufferReplaceableByStringBuilderInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_migration_StringBufferReplaceableByStringBuilderInspection$StringBufferMayBeStringBuilderFix.java/[CN]/	com_siyeh_ig_InspectionGadgetsFix.java/[CN]/
com_siyeh_ig_migration_StringBufferReplaceableByStringBuilderInspection$StringBufferReplaceableByStringBuilderVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_migration_TryFinallyCanBeTryWithResourcesInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_migration_TryFinallyCanBeTryWithResourcesInspection$TryFinallyCanBeTryWithResourcesFix.java/[CN]/	com_siyeh_ig_InspectionGadgetsFix.java/[CN]/
com_siyeh_ig_migration_TryFinallyCanBeTryWithResourcesInspection$TryFinallyCanBeTryWithResourcesVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
