com_intellij_FileSetTestCase$ActualTest.java/[CN]/	com_intellij_testFramework_LightPlatformTestCase.java/[CN]/
com_intellij_openapi_fileEditor_impl_text_PsiAwareTextEditorProvider.java/[CN]/	com_intellij_openapi_fileEditor_impl_text_TextEditorProvider.java/[CN]/
com_intellij_openapi_fileEditor_impl_text_PsiAwareTextEditorProvider$PsiAwareEditorWrapper.java/[CN]/	com_intellij_openapi_fileEditor_impl_text_TextEditorProvider$EditorWrapper.java/[CN]/
com_intellij_openapi_fileTypes_FileTypeUsagesCollector.java/[CN]/	com_intellij_internal_statistic_AbstractApplicationUsagesCollector.java/[CN]/
com_intellij_openapi_fileTypes_ex_FakeFileType.java/[CN]/	com_intellij_openapi_fileTypes_ex_FileTypeIdentifiableByVirtualFile.java/[CN]/
com_intellij_openapi_fileTypes_impl_AbstractFileType.java/[CN]/	com_intellij_openapi_fileTypes_ex_ExternalizableFileType.java/[CN]/
com_intellij_openapi_fileTypes_impl_AbstractFileType.java/[CN]/	com_intellij_openapi_fileTypes_impl_CustomSyntaxTableFileType.java/[CN]/
com_intellij_openapi_fileTypes_impl_FileTypeConfigurable$RecognizedFileTypes$1.java/[CN]/	com_intellij_openapi_fileTypes_impl_FileTypeRenderer$FileTypeListProvider.java/[CN]/
com_intellij_openapi_fileTypes_impl_FileTypeConfigurable$RecognizedFileTypes$MySpeedSearch.java/[CN]/	com_intellij_ui_MultipleTraitsListSpeedSearch.java/[CN]/
com_intellij_openapi_fileTypes_impl_FileTypeManagerImpl.java/[CN]/	com_intellij_openapi_fileTypes_ex_FileTypeManagerEx.java/[CN]/
com_intellij_openapi_fileTypes_impl_FileTypeRenderer$DefaultFileTypeListProvider.java/[CN]/	com_intellij_openapi_fileTypes_impl_FileTypeRenderer$FileTypeListProvider.java/[CN]/
com_intellij_openapi_keymap_JBuilderKeymapProvider.java/[CN]/	com_intellij_openapi_keymap_impl_BundledKeymapProvider.java/[CN]/
com_intellij_openapi_keymap_impl_ActionShortcutRestrictionsImpl.java/[CN]/	com_intellij_openapi_keymap_impl_ActionShortcutRestrictions.java/[CN]/
com_intellij_openapi_keymap_impl_DefaultBundledKeymaps.java/[CN]/	com_intellij_openapi_keymap_impl_BundledKeymapProvider.java/[CN]/
com_intellij_openapi_keymap_impl_DefaultKeymapImpl.java/[CN]/	com_intellij_openapi_keymap_impl_KeymapImpl.java/[CN]/
com_intellij_openapi_keymap_impl_GenericKeymapManager.java/[CN]/	com_intellij_openapi_keymap_impl_DefaultKeymap.java/[CN]/
com_intellij_openapi_keymap_impl_IdeKeyEventDispatcher$1.java/[CN]/	com_intellij_openapi_keymap_impl_ActionProcessor.java/[CN]/
com_intellij_openapi_keymap_impl_IdeKeyEventDispatcher$SecondaryKeystrokePopup.java/[CN]/	com_intellij_ui_popup_list_ListPopupImpl.java/[CN]/
com_intellij_openapi_keymap_impl_KeymapImpl.java/[CN]/	com_intellij_openapi_options_ExternalizableSchemeAdapter.java/[CN]/
com_intellij_openapi_keymap_impl_KeymapManagerImpl.java/[CN]/	com_intellij_openapi_keymap_ex_KeymapManagerEx.java/[CN]/
com_intellij_openapi_keymap_impl_MacOSDefaultKeymap.java/[CN]/	com_intellij_openapi_keymap_impl_DefaultKeymapImpl.java/[CN]/
com_intellij_openapi_keymap_impl_ModifierKeyDoubleClickHandler$MyDispatcher.java/[CN]/	com_intellij_ide_IdeEventQueue$EventDispatcher.java/[CN]/
com_intellij_openapi_keymap_impl_keyGestures_GestureActionEvent$Finish.java/[CN]/	com_intellij_openapi_keymap_impl_keyGestures_GestureActionEvent.java/[CN]/
com_intellij_openapi_keymap_impl_keyGestures_GestureActionEvent$Init.java/[CN]/	com_intellij_openapi_keymap_impl_keyGestures_GestureActionEvent.java/[CN]/
com_intellij_openapi_keymap_impl_keyGestures_GestureActionEvent$PerformAction.java/[CN]/	com_intellij_openapi_keymap_impl_keyGestures_GestureActionEvent.java/[CN]/
com_intellij_openapi_keymap_impl_keyGestures_KeyGestureState$ModifierPressed.java/[CN]/	com_intellij_openapi_keymap_impl_keyGestures_KeyGestureState.java/[CN]/
com_intellij_openapi_keymap_impl_keyGestures_KeyGestureState$ProcessFinish.java/[CN]/	com_intellij_openapi_keymap_impl_keyGestures_KeyGestureState.java/[CN]/
com_intellij_openapi_keymap_impl_keyGestures_KeyGestureState$WaitForAction.java/[CN]/	com_intellij_openapi_keymap_impl_keyGestures_KeyGestureState.java/[CN]/
com_intellij_openapi_keymap_impl_keyGestures_KeyGestureState$WaitForActionEnd.java/[CN]/	com_intellij_openapi_keymap_impl_keyGestures_KeyGestureState.java/[CN]/
com_intellij_openapi_keymap_impl_keyGestures_KeyGestureState$WaitForDblClick.java/[CN]/	com_intellij_openapi_keymap_impl_keyGestures_KeyGestureState.java/[CN]/
com_intellij_openapi_keymap_impl_keyGestures_KeyGestureState$WaitForStart.java/[CN]/	com_intellij_openapi_keymap_impl_keyGestures_KeyGestureState.java/[CN]/
com_intellij_openapi_keymap_impl_keyGestures_KeyboardGestureProcessor$MyActionProcessor.java/[CN]/	com_intellij_openapi_keymap_impl_ActionProcessor.java/[CN]/
com_intellij_openapi_keymap_impl_ui_ActionsTree$2.java/[CN]/	com_intellij_openapi_vcs_changes_issueLinks_TreeLinkMouseListener.java/[CN]/
com_intellij_openapi_keymap_impl_ui_EditKeymapsDialog.java/[CN]/	com_intellij_openapi_options_ex_SingleConfigurableEditor.java/[CN]/
com_intellij_openapi_keymap_impl_ui_KeyboardShortcutDialog.java/[CN]/	com_intellij_openapi_keymap_impl_ui_ShortcutDialog.java/[CN]/
com_intellij_openapi_keymap_impl_ui_KeyboardShortcutPanel.java/[CN]/	com_intellij_openapi_keymap_impl_ui_ShortcutPanel.java/[CN]/
com_intellij_openapi_keymap_impl_ui_KeymapPanel.java/[CN]/	com_intellij_openapi_keymap_impl_ui_KeymapListener.java/[CN]/
com_intellij_openapi_keymap_impl_ui_KeymapPanel$1.java/[CN]/	com_intellij_util_ui_ListItemEditor.java/[CN]/
com_intellij_openapi_keymap_impl_ui_MouseShortcutDialog.java/[CN]/	com_intellij_openapi_keymap_impl_ui_ShortcutDialog.java/[CN]/
com_intellij_openapi_keymap_impl_ui_MouseShortcutPanel.java/[CN]/	com_intellij_openapi_keymap_impl_ui_ShortcutPanel.java/[CN]/
com_intellij_openapi_keymap_impl_ui_QuickListsUi$1.java/[CN]/	com_intellij_util_ui_ListItemEditor.java/[CN]/
com_intellij_openapi_keymap_impl_ui_ShortcutFilteringPanel$3.java/[CN]/	com_intellij_ide_IdeEventQueue$EventDispatcher.java/[CN]/
com_intellij_openapi_module_WebModuleType.java/[CN]/	com_intellij_openapi_module_WebModuleTypeBase.java/[CN]/
com_intellij_openapi_module_impl_JavaAwareModuleTypeManagerImpl.java/[CN]/	com_intellij_openapi_module_impl_ModuleTypeManagerImpl.java/[CN]/
com_intellij_openapi_module_impl_ModuleImpl.java/[CN]/	com_intellij_openapi_components_impl_PlatformComponentManagerImpl.java/[CN]/
com_intellij_openapi_module_impl_ModuleImpl.java/[CN]/	com_intellij_openapi_module_impl_ModuleEx.java/[CN]/
com_intellij_openapi_module_impl_ModuleLoadingErrorDescription.java/[CN]/	com_intellij_openapi_module_ConfigurationErrorDescription.java/[CN]/
com_intellij_openapi_module_impl_ModuleManagerComponent.java/[CN]/	com_intellij_openapi_module_impl_ModuleManagerImpl.java/[CN]/
com_intellij_openapi_module_impl_ModuleManagerImpl$ModulePathSaveItem.java/[CN]/	com_intellij_openapi_module_impl_ModuleManagerImpl$SaveItem.java/[CN]/
com_intellij_openapi_module_impl_ModuleManagerImpl$ModuleSaveItem.java/[CN]/	com_intellij_openapi_module_impl_ModuleManagerImpl$SaveItem.java/[CN]/
com_intellij_openapi_module_impl_ProjectLoadingErrorsNotifierImpl.java/[CN]/	com_intellij_openapi_module_ProjectLoadingErrorsNotifier.java/[CN]/
com_intellij_openapi_module_impl_scopes_JdkScope.java/[CN]/	com_intellij_openapi_module_impl_scopes_LibraryScopeBase.java/[CN]/
com_intellij_openapi_module_impl_scopes_LibraryScope.java/[CN]/	com_intellij_openapi_module_impl_scopes_LibraryScopeBase.java/[CN]/
com_intellij_openapi_module_impl_scopes_ModuleScopeProviderImpl.java/[CN]/	com_intellij_openapi_module_impl_ModuleScopeProvider.java/[CN]/
com_intellij_openapi_options_CompoundScheme.java/[CN]/	com_intellij_openapi_options_ExternalizableSchemeAdapter.java/[CN]/
com_intellij_openapi_options_TabbedConfigurable.java/[CN]/	com_intellij_openapi_options_CompositeConfigurable.java/[CN]/
com_intellij_openapi_options_binding_BeanValueAccessor.java/[CN]/	com_intellij_openapi_options_binding_ValueAccessor.java/[CN]/
com_intellij_openapi_options_binding_BeanValueAccessor$1.java/[CN]/	com_intellij_openapi_options_binding_BeanValueAccessor.java/[CN]/
com_intellij_openapi_options_binding_BeanValueAccessor$2.java/[CN]/	com_intellij_openapi_options_binding_BeanValueAccessor.java/[CN]/
com_intellij_openapi_options_binding_ControlValueAccessor.java/[CN]/	com_intellij_openapi_options_binding_ValueAccessor.java/[CN]/
com_intellij_openapi_options_binding_ValueAccessor$1.java/[CN]/	com_intellij_openapi_options_binding_ControlValueAccessor.java/[CN]/
com_intellij_openapi_options_binding_ValueAccessor$2.java/[CN]/	com_intellij_openapi_options_binding_ControlValueAccessor.java/[CN]/
com_intellij_openapi_options_binding_ValueTypeConverter$1.java/[CN]/	com_intellij_openapi_options_binding_ValueTypeConverter.java/[CN]/
com_intellij_openapi_options_colors_pages_GeneralColorsPage.java/[CN]/	com_intellij_application_options_colors_InspectionColorSettingsPage.java/[CN]/
com_intellij_openapi_options_colors_pages_JavaColorSettingsPage.java/[CN]/	com_intellij_application_options_colors_InspectionColorSettingsPage.java/[CN]/
com_intellij_openapi_options_ex_ConfigurableCardPanel.java/[CN]/	com_intellij_ui_CardLayoutPanel.java/[CN]/
com_intellij_openapi_options_ex_ConfigurableVisitor$1.java/[CN]/	com_intellij_openapi_options_ex_ConfigurableVisitor.java/[CN]/
com_intellij_openapi_options_ex_ConfigurableVisitor$ByID.java/[CN]/	com_intellij_openapi_options_ex_ConfigurableVisitor.java/[CN]/
com_intellij_openapi_options_ex_ConfigurableVisitor$ByName.java/[CN]/	com_intellij_openapi_options_ex_ConfigurableVisitor.java/[CN]/
com_intellij_openapi_options_ex_ConfigurableVisitor$ByType.java/[CN]/	com_intellij_openapi_options_ex_ConfigurableVisitor.java/[CN]/
com_intellij_openapi_options_ex_ConfigurableWrapper.java/[CN]/	com_intellij_openapi_options_ex_Weighted.java/[CN]/
com_intellij_openapi_options_ex_ConfigurableWrapper$CompositeWrapper.java/[CN]/	com_intellij_openapi_options_ex_ConfigurableWrapper.java/[CN]/
com_intellij_openapi_options_ex_IdeConfigurablesGroup.java/[CN]/	com_intellij_openapi_options_ex_ConfigurablesGroupBase.java/[CN]/
com_intellij_openapi_options_ex_ProjectConfigurablesGroup.java/[CN]/	com_intellij_openapi_options_ex_ConfigurablesGroupBase.java/[CN]/
com_intellij_openapi_options_ex_ProjectConfigurablesGroup$1.java/[CN]/	com_intellij_openapi_options_ex_ConfigurableFilter.java/[CN]/
com_intellij_openapi_options_ex_SortedConfigurableGroup.java/[CN]/	com_intellij_openapi_options_ex_Weighted.java/[CN]/
com_intellij_openapi_options_newEditor_ConfigurableEditor.java/[CN]/	com_intellij_openapi_options_newEditor_AbstractEditor.java/[CN]/
com_intellij_openapi_options_newEditor_ConfigurableEditor$1.java/[CN]/	com_intellij_openapi_options_ex_ConfigurableCardPanel.java/[CN]/
com_intellij_openapi_options_newEditor_OptionsEditorColleague$Adapter.java/[CN]/	com_intellij_openapi_options_newEditor_OptionsEditorColleague.java/[CN]/
com_intellij_openapi_options_newEditor_OptionsEditorContext$1.java/[CN]/	com_intellij_openapi_options_newEditor_OptionsEditorContext$ColleagueAction.java/[CN]/
com_intellij_openapi_options_newEditor_OptionsEditorContext$2.java/[CN]/	com_intellij_openapi_options_newEditor_OptionsEditorContext$ColleagueAction.java/[CN]/
com_intellij_openapi_options_newEditor_OptionsEditorContext$3.java/[CN]/	com_intellij_openapi_options_newEditor_OptionsEditorContext$ColleagueAction.java/[CN]/
com_intellij_openapi_options_newEditor_OptionsEditorContext$4.java/[CN]/	com_intellij_openapi_options_newEditor_OptionsEditorContext$ColleagueAction.java/[CN]/
com_intellij_openapi_options_newEditor_SettingsEditor.java/[CN]/	com_intellij_openapi_options_newEditor_AbstractEditor.java/[CN]/
com_intellij_openapi_options_newEditor_SettingsEditor$1.java/[CN]/	com_intellij_openapi_options_ex_Settings.java/[CN]/
com_intellij_openapi_options_newEditor_SettingsEditor$2.java/[CN]/	com_intellij_openapi_options_newEditor_SettingsSearch.java/[CN]/
com_intellij_openapi_options_newEditor_SettingsEditor$3.java/[CN]/	com_intellij_openapi_options_newEditor_SettingsFilter.java/[CN]/
com_intellij_openapi_options_newEditor_SettingsEditor$4.java/[CN]/	com_intellij_openapi_options_newEditor_OptionsEditorColleague.java/[CN]/
com_intellij_openapi_options_newEditor_SettingsEditor$5.java/[CN]/	com_intellij_openapi_options_newEditor_ConfigurableEditor.java/[CN]/
com_intellij_openapi_options_newEditor_SettingsEditor$8.java/[CN]/	com_intellij_openapi_options_newEditor_SpotlightPainter.java/[CN]/
com_intellij_openapi_options_newEditor_SettingsTreeView.java/[CN]/	com_intellij_openapi_options_newEditor_OptionsEditorColleague.java/[CN]/
com_intellij_openapi_options_newEditor_SettingsTreeView$2.java/[CN]/	com_intellij_ui_components_GradientViewport.java/[CN]/
com_intellij_openapi_paths_GenericDynamicContextProvider.java/[CN]/	com_intellij_openapi_paths_DynamicContextProvider.java/[CN]/
com_intellij_openapi_paths_PsiDynaReference.java/[CN]/	com_intellij_psi_impl_source_resolve_reference_impl_providers_FileReferenceOwner.java/[CN]/
com_intellij_openapi_paths_StaticPathReferenceProvider.java/[CN]/	com_intellij_openapi_paths_PathReferenceProviderBase.java/[CN]/
com_intellij_openapi_paths_StaticPathReferenceProvider$1.java/[CN]/	com_intellij_psi_impl_source_resolve_reference_impl_providers_FileReferenceSet.java/[CN]/
com_intellij_openapi_paths_WebReference$MyFakePsiElement.java/[CN]/	com_intellij_psi_impl_FakePsiElement.java/[CN]/
com_intellij_openapi_preview_impl_PreviewManagerImpl.java/[CN]/	com_intellij_openapi_preview_PreviewManager.java/[CN]/
com_intellij_openapi_progress_impl_BackgroundableProcessIndicator.java/[CN]/	com_intellij_openapi_progress_util_ProgressWindow.java/[CN]/
com_intellij_openapi_progress_impl_CoreProgressManager$10.java/[CN]/	com_intellij_openapi_progress_impl_NonCancelableIndicator.java/[CN]/
com_intellij_openapi_progress_impl_CoreProgressManager$8.java/[CN]/	com_intellij_openapi_progress_impl_CoreProgressManager$TaskContainer.java/[CN]/
com_intellij_openapi_progress_impl_CoreProgressManager$9.java/[CN]/	com_intellij_openapi_progress_impl_CoreProgressManager$TaskContainer.java/[CN]/
com_intellij_openapi_progress_impl_CoreProgressManager$TaskRunnable.java/[CN]/	com_intellij_openapi_progress_impl_CoreProgressManager$TaskContainer.java/[CN]/
com_intellij_openapi_progress_impl_NonCancelableIndicator$1.java/[CN]/	com_intellij_openapi_progress_impl_NonCancelableIndicator.java/[CN]/
com_intellij_openapi_progress_impl_ProgressManagerImpl.java/[CN]/	com_intellij_openapi_progress_impl_CoreProgressManager.java/[CN]/
com_intellij_openapi_progress_impl_ProgressManagerImpl$1.java/[CN]/	com_intellij_openapi_progress_impl_CoreProgressManager$TaskContainer.java/[CN]/
com_intellij_openapi_progress_util_AbstractProgressIndicatorBase.java/[CN]/	com_intellij_openapi_progress_util_ProgressIndicatorStacked.java/[CN]/
com_intellij_openapi_progress_util_AbstractProgressIndicatorExBase.java/[CN]/	com_intellij_openapi_progress_util_AbstractProgressIndicatorBase.java/[CN]/
com_intellij_openapi_progress_util_AbstractProgressIndicatorExBase.java/[CN]/	com_intellij_openapi_wm_ex_ProgressIndicatorEx.java/[CN]/
com_intellij_openapi_progress_util_AbstractProgressIndicatorExBase$1.java/[CN]/	com_intellij_openapi_progress_util_AbstractProgressIndicatorExBase$IndicatorAction.java/[CN]/
com_intellij_openapi_progress_util_AbstractProgressIndicatorExBase$10.java/[CN]/	com_intellij_openapi_progress_util_AbstractProgressIndicatorExBase$IndicatorAction.java/[CN]/
com_intellij_openapi_progress_util_AbstractProgressIndicatorExBase$11.java/[CN]/	com_intellij_openapi_progress_util_AbstractProgressIndicatorExBase$IndicatorAction.java/[CN]/
com_intellij_openapi_progress_util_AbstractProgressIndicatorExBase$12.java/[CN]/	com_intellij_openapi_progress_util_AbstractProgressIndicatorExBase$IndicatorAction.java/[CN]/
com_intellij_openapi_progress_util_AbstractProgressIndicatorExBase$13.java/[CN]/	com_intellij_openapi_progress_util_AbstractProgressIndicatorExBase$IndicatorAction.java/[CN]/
com_intellij_openapi_progress_util_AbstractProgressIndicatorExBase$2.java/[CN]/	com_intellij_openapi_progress_util_AbstractProgressIndicatorExBase$IndicatorAction.java/[CN]/
com_intellij_openapi_progress_util_AbstractProgressIndicatorExBase$3.java/[CN]/	com_intellij_openapi_progress_util_AbstractProgressIndicatorExBase$IndicatorAction.java/[CN]/
com_intellij_openapi_progress_util_AbstractProgressIndicatorExBase$4.java/[CN]/	com_intellij_openapi_progress_util_AbstractProgressIndicatorExBase$IndicatorAction.java/[CN]/
com_intellij_openapi_progress_util_AbstractProgressIndicatorExBase$5.java/[CN]/	com_intellij_openapi_progress_util_AbstractProgressIndicatorExBase$IndicatorAction.java/[CN]/
com_intellij_openapi_progress_util_AbstractProgressIndicatorExBase$6.java/[CN]/	com_intellij_openapi_progress_util_AbstractProgressIndicatorExBase$IndicatorAction.java/[CN]/
com_intellij_openapi_progress_util_AbstractProgressIndicatorExBase$7.java/[CN]/	com_intellij_openapi_progress_util_AbstractProgressIndicatorExBase$IndicatorAction.java/[CN]/
com_intellij_openapi_progress_util_AbstractProgressIndicatorExBase$8.java/[CN]/	com_intellij_openapi_progress_util_AbstractProgressIndicatorExBase$IndicatorAction.java/[CN]/
com_intellij_openapi_progress_util_AbstractProgressIndicatorExBase$9.java/[CN]/	com_intellij_openapi_progress_util_AbstractProgressIndicatorExBase$IndicatorAction.java/[CN]/
com_intellij_openapi_progress_util_BlockingProgressIndicator.java/[CN]/	com_intellij_openapi_wm_ex_ProgressIndicatorEx.java/[CN]/
